uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q110879,Gus Grissom,1926,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q110879,Gus Grissom,1926,education,http://www.wikidata.org/entity/Q217741,Purdue University,3,public research university | public educational institution of the United States | land-grant university,1921-1940
http://www.wikidata.org/entity/Q110879,Gus Grissom,1926,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1921-1940
http://www.wikidata.org/entity/Q110916349,Anna Menon,1985,employment,http://www.wikidata.org/entity/Q193701,SpaceX,4,business | launch service provider | aerospace manufacturer | organization,1981-2000
http://www.wikidata.org/entity/Q110916349,Anna Menon,1985,education,http://www.wikidata.org/entity/Q168751,Duke University,3,private not-for-profit educational institution | open-access publisher | university,1981-2000
http://www.wikidata.org/entity/Q110916349,Anna Menon,1985,education,http://www.wikidata.org/entity/Q2302280,Texas Christian University,4,church college | private not-for-profit educational institution | Christian school | private university,1981-2000
http://www.wikidata.org/entity/Q110916349,Anna Menon,1985,employment,http://www.wikidata.org/entity/Q49212,Texas A&M University,5,university | land-grant university | public research university | United States senior military college | public educational institution of the United States,1981-2000
http://www.wikidata.org/entity/Q110916349,Anna Menon,1985,employment,http://www.wikidata.org/entity/Q8039905,Wyle Laboratories,1,business,1981-2000
http://www.wikidata.org/entity/Q110916349,Anna Menon,1985,employment,http://www.wikidata.org/entity/Q168751,Duke University,3,private not-for-profit educational institution | open-access publisher | university,1981-2000
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,education,http://www.wikidata.org/entity/Q2495841,"University of Colorado, at Colorado Springs",2,public educational institution of the United States | university,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,employment,http://www.wikidata.org/entity/Q105209621,Inspiration4,3,space tourism | private spaceflight | human spaceflight,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,employment,http://www.wikidata.org/entity/Q105222736,Shift4 Payments,2,company | business,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,education,http://www.wikidata.org/entity/Q4697817,Air Command and Staff College,1,staff college,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,employment,http://www.wikidata.org/entity/Q11223,United States Air Force,2,United States federal agency | air force,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,employment,http://www.wikidata.org/entity/Q110924004,Polaris Program,1,human spaceflight program,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,employment,http://www.wikidata.org/entity/Q5305647,Draken International,1,business,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,education,http://www.wikidata.org/entity/Q7116352,Oyster River High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,education,http://www.wikidata.org/entity/Q49207,University of New Hampshire,3,land-grant university | public research university | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q110916469,Scott Poteet,1973,education,http://www.wikidata.org/entity/Q31884692,Air Force Weapons School,1,military training unit,1961-1980
http://www.wikidata.org/entity/Q110916738,Sarah Gillis,1994,employment,http://www.wikidata.org/entity/Q193701,SpaceX,4,business | launch service provider | aerospace manufacturer | organization,1981-2000
http://www.wikidata.org/entity/Q110916738,Sarah Gillis,1994,education,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder,3,public educational institution of the United States | research university | public university,1981-2000
http://www.wikidata.org/entity/Q110916738,Sarah Gillis,1994,employment,http://www.wikidata.org/entity/Q3483455,Sierra Nevada Corporation,1,business,1981-2000
http://www.wikidata.org/entity/Q110916738,Sarah Gillis,1994,employment,http://www.wikidata.org/entity/Q55471358,Center for ReSource Conservation,1,nonprofit organization,1981-2000
http://www.wikidata.org/entity/Q111240,Jim Lovell,1928,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q111240,Jim Lovell,1928,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1921-1940
http://www.wikidata.org/entity/Q111240,Jim Lovell,1928,education,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,3,public research university | public educational institution of the United States | land-grant university,1921-1940
http://www.wikidata.org/entity/Q111240,Jim Lovell,1928,education,http://www.wikidata.org/entity/Q4614,University of Southern California,4,research university | private university | private not-for-profit educational institution | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q111240,Jim Lovell,1928,education,http://www.wikidata.org/entity/Q49126,Harvard Business School,2,business school | organization,1921-1940
http://www.wikidata.org/entity/Q111240,Jim Lovell,1928,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1921-1940
http://www.wikidata.org/entity/Q111240,Jim Lovell,1928,education,http://www.wikidata.org/entity/Q7558685,MacDowell Montessori School,1,high school,1921-1940
http://www.wikidata.org/entity/Q111845109,Hamish Harding,1964,education,http://www.wikidata.org/entity/Q7744471,"The King's School, Gloucester",3,independent school | school | charitable organization,1961-1980
http://www.wikidata.org/entity/Q111845109,Hamish Harding,1964,membership,http://www.wikidata.org/entity/Q2411202,The Explorers Club,3,society | scientific society | nonprofit organization,1961-1980
http://www.wikidata.org/entity/Q111845109,Hamish Harding,1964,education,http://www.wikidata.org/entity/Q956501,Pembroke College,2,college of the University of Cambridge | university building,1961-1980
http://www.wikidata.org/entity/Q1122204,Michael James Adams,1930,education,http://www.wikidata.org/entity/Q640652,University of Oklahoma,3,public research university | public educational institution of the United States | university,1921-1940
http://www.wikidata.org/entity/Q1122204,Michael James Adams,1930,education,http://www.wikidata.org/entity/Q7396963,Sacramento City College,3,community college | public educational institution of the United States | school,1921-1940
http://www.wikidata.org/entity/Q1122204,Michael James Adams,1930,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1921-1940
http://www.wikidata.org/entity/Q1122204,Michael James Adams,1930,education,http://www.wikidata.org/entity/Q7396961,Sacramento Charter High School,1,charter high school,1921-1940
http://www.wikidata.org/entity/Q112284,Charles Duke,1935,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q112284,Charles Duke,1935,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1921-1940
http://www.wikidata.org/entity/Q112284,Charles Duke,1935,education,http://www.wikidata.org/entity/Q4683679,Admiral Farragut Academy,1,university-preparatory school,1921-1940
http://www.wikidata.org/entity/Q112284,Charles Duke,1935,education,http://www.wikidata.org/entity/Q6483187,Lancaster High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q112284,Charles Duke,1935,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1921-1940
http://www.wikidata.org/entity/Q112284,Charles Duke,1935,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q11337716,José Armando López Falcón,1950,employment,http://www.wikidata.org/entity/Q2341000,Revolutionary Air and Air Defense Force,1,air force,1941-1960
http://www.wikidata.org/entity/Q115328941,Arnaud Prost,1992,membership,http://www.wikidata.org/entity/Q105742600,2022 European Space Agency Astronaut group,2,group of humans | recruitment,1981-2000
http://www.wikidata.org/entity/Q115328941,Arnaud Prost,1992,employment,http://www.wikidata.org/entity/Q820827,French Air Force,1,air force,1981-2000
http://www.wikidata.org/entity/Q115328941,Arnaud Prost,1992,employment,http://www.wikidata.org/entity/Q3029559,Direction générale de l'Armement,1,government agency,1981-2000
http://www.wikidata.org/entity/Q115328941,Arnaud Prost,1992,employment,http://www.wikidata.org/entity/Q42262,European Space Agency,3,intergovernmental organization | international organization | space agency,1981-2000
http://www.wikidata.org/entity/Q115387945,Sławosz Uznański-Wiśniewski,1984,education,http://www.wikidata.org/entity/Q2140369,Łódź University of Technology,2,polytechnic | public university,1981-2000
http://www.wikidata.org/entity/Q115387945,Sławosz Uznański-Wiśniewski,1984,education,http://www.wikidata.org/entity/Q9367843,Q9367843,1,general education liceum,1981-2000
http://www.wikidata.org/entity/Q115387945,Sławosz Uznański-Wiśniewski,1984,education,http://www.wikidata.org/entity/Q3578312,École polytechnique de l'université de Nantes,2,engineering college | grande école,1981-2000
http://www.wikidata.org/entity/Q115387945,Sławosz Uznański-Wiśniewski,1984,education,http://www.wikidata.org/entity/Q180438,University of the Mediterranean - Aix Marseille II,1,university in France,1981-2000
http://www.wikidata.org/entity/Q115387945,Sławosz Uznański-Wiśniewski,1984,membership,http://www.wikidata.org/entity/Q105742600,2022 European Space Agency Astronaut group,2,group of humans | recruitment,1981-2000
http://www.wikidata.org/entity/Q115388013,Aleš Svoboda,1986,membership,http://www.wikidata.org/entity/Q105742600,2022 European Space Agency Astronaut group,2,group of humans | recruitment,1981-2000
http://www.wikidata.org/entity/Q115388013,Aleš Svoboda,1986,employment,http://www.wikidata.org/entity/Q42262,European Space Agency,3,intergovernmental organization | international organization | space agency,1981-2000
http://www.wikidata.org/entity/Q115388065,Marcus Wandt,1980,membership,http://www.wikidata.org/entity/Q105742600,2022 European Space Agency Astronaut group,2,group of humans | recruitment,1961-1980
http://www.wikidata.org/entity/Q115388065,Marcus Wandt,1980,education,http://www.wikidata.org/entity/Q2467768,Military Academy Karlberg,1,military academy,1961-1980
