uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q21767,Tracy Caldwell Dyson,1969,education,http://www.wikidata.org/entity/Q1026925,"California State University, Fullerton",2,public educational institution of the United States | university,1961-1980
http://www.wikidata.org/entity/Q21767,Tracy Caldwell Dyson,1969,membership,http://www.wikidata.org/entity/Q1913258,Max Q,1,musical group,1961-1980
http://www.wikidata.org/entity/Q21842,Mary L. Cleave,1947,education,http://www.wikidata.org/entity/Q1111640,Colorado State University,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q21842,Mary L. Cleave,1947,education,http://www.wikidata.org/entity/Q6243649,John L. Miller Great Neck North High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q21842,Mary L. Cleave,1947,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1941-1960
http://www.wikidata.org/entity/Q21842,Mary L. Cleave,1947,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q21842,Mary L. Cleave,1947,education,http://www.wikidata.org/entity/Q1052614,Utah State University,5,public educational institution of the United States | Research I university | open-access publisher | university | land-grant university,1941-1960
http://www.wikidata.org/entity/Q21856852,Ivan Vagner,1985,education,http://www.wikidata.org/entity/Q1628544,Baltic State Technical University,1,university,1981-2000
http://www.wikidata.org/entity/Q219569,Ilan Ramon,1954,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1941-1960
http://www.wikidata.org/entity/Q219569,Ilan Ramon,1954,education,http://www.wikidata.org/entity/Q7059767,Israeli Air Force Flight Academy,3,military unit | flight training | air force academy,1941-1960
http://www.wikidata.org/entity/Q221615,Aleksandr Viktorenko,1947,education,http://www.wikidata.org/entity/Q4336213,Orenburg Military Aviation Piloting High School,1,military academy,1941-1960
http://www.wikidata.org/entity/Q2252,Buzz Aldrin,1930,education,http://www.wikidata.org/entity/Q9219,United States Military Academy,4,military academy | Direct Reporting Unit | military museum | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q2252,Buzz Aldrin,1930,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q2252,Buzz Aldrin,1930,education,http://www.wikidata.org/entity/Q7457942,Severn School,1,school,1921-1940
http://www.wikidata.org/entity/Q2252,Buzz Aldrin,1930,membership,http://www.wikidata.org/entity/Q263263,International Academy of Astronautics,1,international non-governmental organization,1921-1940
http://www.wikidata.org/entity/Q2252,Buzz Aldrin,1930,education,http://www.wikidata.org/entity/Q17022501,Montclair High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q2252,Buzz Aldrin,1930,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q227030,Mark Shuttleworth,1973,education,http://www.wikidata.org/entity/Q951305,University of Cape Town,3,open-access publisher | higher education institution | public university,1961-1980
http://www.wikidata.org/entity/Q227030,Mark Shuttleworth,1973,employment,http://www.wikidata.org/entity/Q39064,Canonical Group Limited,2,enterprise | business,1961-1980
http://www.wikidata.org/entity/Q227030,Mark Shuttleworth,1973,education,http://www.wikidata.org/entity/Q5108593,Western Province Preparatory School,1,primary school,1961-1980
http://www.wikidata.org/entity/Q227030,Mark Shuttleworth,1973,education,http://www.wikidata.org/entity/Q4975050,Brooks School,1,school,1961-1980
http://www.wikidata.org/entity/Q227030,Mark Shuttleworth,1973,employment,http://www.wikidata.org/entity/Q974875,Thawte Consulting,3,business | enterprise | certificate authority,1961-1980
http://www.wikidata.org/entity/Q227030,Mark Shuttleworth,1973,education,http://www.wikidata.org/entity/Q5108658,Rondebosch Boys' High School,2,high school | secondary school,1961-1980
http://www.wikidata.org/entity/Q227030,Mark Shuttleworth,1973,education,http://www.wikidata.org/entity/Q5108862,Diocesan College,2,high school | secondary school,1961-1980
http://www.wikidata.org/entity/Q229635,Eileen Collins,1956,education,http://www.wikidata.org/entity/Q5366807,Elmira Free Academy,1,high school,1941-1960
http://www.wikidata.org/entity/Q229635,Eileen Collins,1956,education,http://www.wikidata.org/entity/Q5171775,Corning Community College,2,community college | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q229635,Eileen Collins,1956,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q229635,Eileen Collins,1956,education,http://www.wikidata.org/entity/Q1465303,Webster University,2,private not-for-profit educational institution | private university,1941-1960
http://www.wikidata.org/entity/Q229635,Eileen Collins,1956,education,http://www.wikidata.org/entity/Q617433,Syracuse University,5,private not-for-profit educational institution | group of structures or buildings | 501(c)(3) organization | research university | private university,1941-1960
http://www.wikidata.org/entity/Q229635,Eileen Collins,1956,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q229635,Eileen Collins,1956,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q229674,Christa McAuliffe,1948,education,http://www.wikidata.org/entity/Q895439,Bowie State University,3,public educational institution of the United States | historically black college or university | university,1941-1960
http://www.wikidata.org/entity/Q229674,Christa McAuliffe,1948,education,http://www.wikidata.org/entity/Q6761905,Marian High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q229674,Christa McAuliffe,1948,education,http://www.wikidata.org/entity/Q4982077,Framingham State University,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q229674,Christa McAuliffe,1948,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q2315605,Fernando Caldeiro,1958,education,http://www.wikidata.org/entity/Q143451,University of Central Florida,3,academic publisher | public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q2315605,Fernando Caldeiro,1958,education,http://www.wikidata.org/entity/Q5435862,Farmingdale State College,2,public educational institution of the United States | educational institution,1941-1960
http://www.wikidata.org/entity/Q2315605,Fernando Caldeiro,1958,education,http://www.wikidata.org/entity/Q8007357,William Cullen Bryant High School,2,high school | secondary school,1941-1960
http://www.wikidata.org/entity/Q2315605,Fernando Caldeiro,1958,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q2315605,Fernando Caldeiro,1958,education,http://www.wikidata.org/entity/Q503419,University of Arizona,4,public educational institution of the United States | open-access publisher | land-grant university | public university,1941-1960
http://www.wikidata.org/entity/Q232441,Laurel Clark,1961,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q232441,Laurel Clark,1961,education,http://www.wikidata.org/entity/Q8012511,William Horlick High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q232441,Laurel Clark,1961,education,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,3,public research university | public educational institution of the United States | land-grant university,1961-1980
http://www.wikidata.org/entity/Q232692,Naoko Yamazaki,1970,education,http://www.wikidata.org/entity/Q7842,University of Tokyo,1,university,1961-1980
http://www.wikidata.org/entity/Q232692,Naoko Yamazaki,1970,employment,http://www.wikidata.org/entity/Q2704796,National Space Development Agency,1,space agency,1961-1980
http://www.wikidata.org/entity/Q232692,Naoko Yamazaki,1970,employment,http://www.wikidata.org/entity/Q846126,Joshibi University of Art and Design,3,private university | women's college | art academy,1961-1980
http://www.wikidata.org/entity/Q232692,Naoko Yamazaki,1970,education,http://www.wikidata.org/entity/Q11530702,Q11530702,2,polling place | lower secondary school in Japan,1961-1980
http://www.wikidata.org/entity/Q232692,Naoko Yamazaki,1970,education,http://www.wikidata.org/entity/Q503415,University of Maryland,4,public research university | public educational institution of the United States | publishing company | land-grant university,1961-1980
http://www.wikidata.org/entity/Q232692,Naoko Yamazaki,1970,employment,http://www.wikidata.org/entity/Q11507946,Q11507946,1,organization,1961-1980
http://www.wikidata.org/entity/Q232692,Naoko Yamazaki,1970,education,http://www.wikidata.org/entity/Q11263397,Ochanomizu Women's University High School,1,Japanese high school,1961-1980
http://www.wikidata.org/entity/Q233795,Shannon Lucid,1943,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q233795,Shannon Lucid,1943,education,http://www.wikidata.org/entity/Q640652,University of Oklahoma,3,public research university | public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q233795,Shannon Lucid,1943,education,http://www.wikidata.org/entity/Q4897749,Bethany High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q234306,Chiaki Mukai,1952,education,http://www.wikidata.org/entity/Q815432,Keio University,2,academic publisher | private university,1941-1960
http://www.wikidata.org/entity/Q234306,Chiaki Mukai,1952,employment,http://www.wikidata.org/entity/Q1069994,Tokyo University of Science,1,university,1941-1960
http://www.wikidata.org/entity/Q235047,Barbara Morgan,1951,employment,http://www.wikidata.org/entity/Q891082,Boise State University,1,public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q235047,Barbara Morgan,1951,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q235047,Barbara Morgan,1951,education,http://www.wikidata.org/entity/Q7063485,Notre Dame de Namur University,2,private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q235047,Barbara Morgan,1951,education,http://www.wikidata.org/entity/Q5734475,Herbert Hoover High School,2,public school | high school,1941-1960
http://www.wikidata.org/entity/Q235047,Barbara Morgan,1951,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q235266,Liu Yang,1978,education,http://www.wikidata.org/entity/Q16955,Tsinghua University,4,university | public university | vice-ministerial level university | higher education institution directly under Ministry of Education of the People’s Republic of China,1961-1980
http://www.wikidata.org/entity/Q235266,Liu Yang,1978,education,http://www.wikidata.org/entity/Q10873057,PLA Air Force Aviation University,2,military university | military academy,1961-1980
http://www.wikidata.org/entity/Q235523,Peggy Whitson,1960,education,http://www.wikidata.org/entity/Q842909,Rice University,3,private not-for-profit educational institution | research university | private university,1941-1960
http://www.wikidata.org/entity/Q235523,Peggy Whitson,1960,membership,http://www.wikidata.org/entity/Q21779194,Expedition 51,1,expedition to the International Space Station,1941-1960
http://www.wikidata.org/entity/Q235523,Peggy Whitson,1960,education,http://www.wikidata.org/entity/Q14689086,Iowa Wesleyan University,2,liberal arts college in the United States | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q235523,Peggy Whitson,1960,membership,http://www.wikidata.org/entity/Q17203,Expedition 16,1,expedition to the International Space Station,1941-1960
http://www.wikidata.org/entity/Q235523,Peggy Whitson,1960,employment,http://www.wikidata.org/entity/Q48815838,Axiom Space,1,business,1941-1960
http://www.wikidata.org/entity/Q235567,Nicole Stott,1962,employment,http://www.wikidata.org/entity/Q173150,Pratt & Whitney,1,business,1961-1980
http://www.wikidata.org/entity/Q235567,Nicole Stott,1962,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q235567,Nicole Stott,1962,education,http://www.wikidata.org/entity/Q7591484,St. Petersburg College,2,college | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q235567,Nicole Stott,1962,education,http://www.wikidata.org/entity/Q143451,University of Central Florida,3,academic publisher | public educational institution of the United States | university,1961-1980
http://www.wikidata.org/entity/Q235567,Nicole Stott,1962,education,http://www.wikidata.org/entity/Q3052113,Embry–Riddle Aeronautical University,3,private not-for-profit educational institution | open-access publisher | university,1961-1980
http://www.wikidata.org/entity/Q235567,Nicole Stott,1962,education,http://www.wikidata.org/entity/Q5130937,Clearwater High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q235580,Claudie Haigneré,1957,membership,http://www.wikidata.org/entity/Q2822399,French Academy of Technologies,2,national academy | learned society,1941-1960
http://www.wikidata.org/entity/Q235580,Claudie Haigneré,1957,membership,http://www.wikidata.org/entity/Q2822342,Académie de l'air et de l'espace,1,organization,1941-1960
http://www.wikidata.org/entity/Q235580,Claudie Haigneré,1957,membership,http://www.wikidata.org/entity/Q337580,"Royal Academy of Science, Letters and Fine Arts of Belgium",1,national academy,1941-1960
http://www.wikidata.org/entity/Q235580,Claudie Haigneré,1957,education,http://www.wikidata.org/entity/Q1235608,Paris Diderot University,1,university in France,1941-1960
http://www.wikidata.org/entity/Q235580,Claudie Haigneré,1957,membership,http://www.wikidata.org/entity/Q337512,Académie des sciences d'outre-mer,2,national academy | learned society,1941-1960
http://www.wikidata.org/entity/Q237470,Anna Lee Fisher,1949,education,http://www.wikidata.org/entity/Q7415110,San Pedro High School,2,public school | high school,1941-1960
http://www.wikidata.org/entity/Q237470,Anna Lee Fisher,1949,education,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,public research university | university campus | public educational institution of the United States | organization | university,1941-1960
http://www.wikidata.org/entity/Q237473,Helen Sharman,1963,education,http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London",4,public research university | constituent college | higher education institution | educational organization,1961-1980
http://www.wikidata.org/entity/Q237473,Helen Sharman,1963,education,http://www.wikidata.org/entity/Q823917,University of Sheffield,2,public research university | educational organization,1961-1980
http://www.wikidata.org/entity/Q237473,Helen Sharman,1963,education,http://www.wikidata.org/entity/Q170027,University of London,4,open-access publisher | higher education institution | educational organization | university,1961-1980
http://www.wikidata.org/entity/Q237473,Helen Sharman,1963,membership,http://www.wikidata.org/entity/Q905549,Royal Society of Chemistry,6,trade union federation | publishing company | open-access publisher | professional association | scientific society | nonprofit organization,1961-1980
http://www.wikidata.org/entity/Q23762547,Kellie Gerardi,1989,employment,http://www.wikidata.org/entity/Q2047336,Palantir Technologies,5,business | organization | public company | enterprise | defense contractor,1981-2000
http://www.wikidata.org/entity/Q23762547,Kellie Gerardi,1989,employment,http://www.wikidata.org/entity/Q5152530,Commercial Spaceflight Federation,2,trade association | nonprofit organization,1981-2000
http://www.wikidata.org/entity/Q23762547,Kellie Gerardi,1989,education,http://www.wikidata.org/entity/Q49210,New York University,4,research university | private university | workplace | private not-for-profit educational institution,1981-2000
http://www.wikidata.org/entity/Q23762547,Kellie Gerardi,1989,employment,http://www.wikidata.org/entity/Q3048991,Masten Space Systems,1,business,1981-2000
http://www.wikidata.org/entity/Q23762547,Kellie Gerardi,1989,education,http://www.wikidata.org/entity/Q167733,Barnard College,2,liberal arts college | private not-for-profit educational institution,1981-2000
http://www.wikidata.org/entity/Q237879,Kalpana Chawla,1962,employment,http://www.wikidata.org/entity/Q63809832,"Overset Methods, Inc.",1,company,1961-1980
http://www.wikidata.org/entity/Q237879,Kalpana Chawla,1962,education,http://www.wikidata.org/entity/Q17084007,"Tagore Baal Niketan Sr. Sec. School, Karnal",2,private school | secondary school,1961-1980
http://www.wikidata.org/entity/Q237879,Kalpana Chawla,1962,education,http://www.wikidata.org/entity/Q7118905,Punjab Engineering College,1,engineering college,1961-1980
http://www.wikidata.org/entity/Q237879,Kalpana Chawla,1962,education,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder,3,public educational institution of the United States | research university | public university,1961-1980
http://www.wikidata.org/entity/Q237879,Kalpana Chawla,1962,education,http://www.wikidata.org/entity/Q1230739,University of Texas at Arlington,2,public research university | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q237879,Kalpana Chawla,1962,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q237879,Kalpana Chawla,1962,employment,http://www.wikidata.org/entity/Q181052,Ames Research Center,3,research center | NASA facility | space center,1961-1980
http://www.wikidata.org/entity/Q239960,Pamela Melroy,1961,education,http://www.wikidata.org/entity/Q49205,Wellesley College,3,university | women's college | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q239960,Pamela Melroy,1961,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q239960,Pamela Melroy,1961,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1961-1980
http://www.wikidata.org/entity/Q239960,Pamela Melroy,1961,employment,http://www.wikidata.org/entity/Q156839,cook,1,profession,1961-1980
http://www.wikidata.org/entity/Q239960,Pamela Melroy,1961,education,http://www.wikidata.org/entity/Q4917618,Bishop Kearney High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q240701,Megan McArthur,1971,education,http://www.wikidata.org/entity/Q7401255,Saint Francis High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q240701,Megan McArthur,1971,education,http://www.wikidata.org/entity/Q604029,Scripps Institution of Oceanography,3,research institute | centre for marine biology | educational institution,1961-1980
http://www.wikidata.org/entity/Q240701,Megan McArthur,1971,education,http://www.wikidata.org/entity/Q6670207,London Central Elementary High School,1,secondary school,1961-1980
http://www.wikidata.org/entity/Q240701,Megan McArthur,1971,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q240701,Megan McArthur,1971,education,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,public research university | university campus | public educational institution of the United States | organization | university,1961-1980
http://www.wikidata.org/entity/Q240708,Shannon Walker,1965,education,http://www.wikidata.org/entity/Q842909,Rice University,3,private not-for-profit educational institution | research university | private university,1961-1980
http://www.wikidata.org/entity/Q240708,Shannon Walker,1965,education,http://www.wikidata.org/entity/Q7987202,Westbury High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q240708,Shannon Walker,1965,membership,http://www.wikidata.org/entity/Q97166931,Expedition 65,1,expedition to the International Space Station,1961-1980
http://www.wikidata.org/entity/Q240708,Shannon Walker,1965,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q240769,Julie Payette,1963,employment,http://www.wikidata.org/entity/Q212227,Canadian Space Agency,2,Canadian federal department or agency | space agency,1961-1980
http://www.wikidata.org/entity/Q240769,Julie Payette,1963,employment,http://www.wikidata.org/entity/Q37156,IBM,8,multinational corporation | public company | enterprise | software company | technology company | business | professional services firm | organization,1961-1980
http://www.wikidata.org/entity/Q240769,Julie Payette,1963,education,http://www.wikidata.org/entity/Q756361,UWC Atlantic College,1,independent school,1961-1980
http://www.wikidata.org/entity/Q240769,Julie Payette,1963,employment,http://www.wikidata.org/entity/Q422404,Government of Canada,2,executive branch | federal government,1961-1980
http://www.wikidata.org/entity/Q240769,Julie Payette,1963,employment,http://www.wikidata.org/entity/Q4883081,Bell-Northern Research,1,business,1961-1980
http://www.wikidata.org/entity/Q240769,Julie Payette,1963,education,http://www.wikidata.org/entity/Q2983642,Collège Regina Assumpta,1,high school,1961-1980
http://www.wikidata.org/entity/Q240769,Julie Payette,1963,education,http://www.wikidata.org/entity/Q180865,University of Toronto,3,public research university | collegiate university | university in Ontario,1961-1980
http://www.wikidata.org/entity/Q240769,Julie Payette,1963,education,http://www.wikidata.org/entity/Q201492,McGill University,3,public research university | university in Quebec | open-access publisher,1961-1980
http://www.wikidata.org/entity/Q240776,Karen L. Nyberg,1969,education,http://www.wikidata.org/entity/Q968559,University of North Dakota,3,public educational institution of the United States | research university | public university,1961-1980
http://www.wikidata.org/entity/Q240776,Karen L. Nyberg,1969,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q240776,Karen L. Nyberg,1969,education,http://www.wikidata.org/entity/Q49213,University of Texas at Austin,2,public research university | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q24083,James M. Kelly,1964,education,http://www.wikidata.org/entity/Q4999248,Burlington High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q24083,James M. Kelly,1964,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1961-1980
http://www.wikidata.org/entity/Q24083,James M. Kelly,1964,education,http://www.wikidata.org/entity/Q492318,University of Alabama,2,public educational institution of the United States | public university,1961-1980
http://www.wikidata.org/entity/Q24083,James M. Kelly,1964,education,http://www.wikidata.org/entity/Q1331280,United States Air Force Academy,2,Field Operating Agency | air force academy,1961-1980
http://www.wikidata.org/entity/Q24094,Paul W. Richards,1964,education,http://www.wikidata.org/entity/Q5315502,Dunmore High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q24094,Paul W. Richards,1964,education,http://www.wikidata.org/entity/Q603034,Drexel University,2,private not-for-profit educational institution | research university,1961-1980
http://www.wikidata.org/entity/Q24176135,Larry Connor,1950,education,http://www.wikidata.org/entity/Q1075339,Ohio University,2,public educational institution of the United States | public university,1941-1960
http://www.wikidata.org/entity/Q2474284,Magomed Tolboyev,1951,membership,http://www.wikidata.org/entity/Q4146581,1st State Duma of the Russian Federation,1,legislative term,1941-1960
http://www.wikidata.org/entity/Q2474284,Magomed Tolboyev,1951,education,http://www.wikidata.org/entity/Q4174242,Yeysk Higher Military Aviation Institute,2,military unit | military school,1941-1960
http://www.wikidata.org/entity/Q2474284,Magomed Tolboyev,1951,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q25011,Charles Bolden,1946,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1941-1960
http://www.wikidata.org/entity/Q25011,Charles Bolden,1946,education,http://www.wikidata.org/entity/Q7866378,USC Viterbi School of Engineering,2,higher education institution | academic institution,1941-1960
http://www.wikidata.org/entity/Q25011,Charles Bolden,1946,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1941-1960
http://www.wikidata.org/entity/Q25011,Charles Bolden,1946,education,http://www.wikidata.org/entity/Q4614,University of Southern California,4,research university | private university | private not-for-profit educational institution | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q252726,Vitaly Sevastyanov,1935,membership,http://www.wikidata.org/entity/Q4146581,1st State Duma of the Russian Federation,1,legislative term,1921-1940
http://www.wikidata.org/entity/Q252726,Vitaly Sevastyanov,1935,membership,http://www.wikidata.org/entity/Q4146580,2nd State Duma of the Russian Federation,1,legislative term,1921-1940
http://www.wikidata.org/entity/Q252726,Vitaly Sevastyanov,1935,employment,http://www.wikidata.org/entity/Q763402,S.P. Korolev Rocket and Space Corporation Energia,3,business | public company | enterprise,1921-1940
http://www.wikidata.org/entity/Q252726,Vitaly Sevastyanov,1935,membership,http://www.wikidata.org/entity/Q4146585,4th State Duma of the Russian Federation,1,legislative term,1921-1940
http://www.wikidata.org/entity/Q252726,Vitaly Sevastyanov,1935,membership,http://www.wikidata.org/entity/Q4146579,3rd State Duma of the Russian Federation,1,legislative term,1921-1940
http://www.wikidata.org/entity/Q252726,Vitaly Sevastyanov,1935,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q254058,Patrick Baudry,1946,education,http://www.wikidata.org/entity/Q3577870,School of the Air and Space,2,grande école | military school,1941-1960
http://www.wikidata.org/entity/Q254058,Patrick Baudry,1946,membership,http://www.wikidata.org/entity/Q2822342,Académie de l'air et de l'espace,1,organization,1941-1960
http://www.wikidata.org/entity/Q254058,Patrick Baudry,1946,membership,http://www.wikidata.org/entity/Q263263,International Academy of Astronautics,1,international non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q254058,Patrick Baudry,1946,education,http://www.wikidata.org/entity/Q3268619,Lycée Chaptal,1,educational institution,1941-1960
http://www.wikidata.org/entity/Q254058,Patrick Baudry,1946,education,http://www.wikidata.org/entity/Q271,Prytanée National Militaire,2,military school | national school,1941-1960
http://www.wikidata.org/entity/Q254298,Margaret Rhea Seddon,1947,membership,http://www.wikidata.org/entity/Q1541947,Daughters of the American Revolution,2,nonprofit organization | women's club,1941-1960
http://www.wikidata.org/entity/Q254298,Margaret Rhea Seddon,1947,employment,http://www.wikidata.org/entity/Q7914455,Vanderbilt University Medical Center,1,hospital,1941-1960
http://www.wikidata.org/entity/Q254298,Margaret Rhea Seddon,1947,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q254298,Margaret Rhea Seddon,1947,education,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",4,public research university | United Nations Depository Library | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q254298,Margaret Rhea Seddon,1947,education,http://www.wikidata.org/entity/Q12204478,University of Tennessee College of Medicine,1,medical school,1941-1960
http://www.wikidata.org/entity/Q254785,Robert R. Gilruth,1913,education,http://www.wikidata.org/entity/Q5061177,Central High School,1,high school,1901-1920
http://www.wikidata.org/entity/Q254785,Robert R. Gilruth,1913,membership,http://www.wikidata.org/entity/Q463435,American Astronomical Society,3,academic publisher | publishing company | scientific society,1901-1920
http://www.wikidata.org/entity/Q254785,Robert R. Gilruth,1913,education,http://www.wikidata.org/entity/Q238101,University of Minnesota,5,public research university | production company | public educational institution of the United States | open-access publisher | land-grant university,1901-1920
http://www.wikidata.org/entity/Q254785,Robert R. Gilruth,1913,membership,http://www.wikidata.org/entity/Q270794,National Academy of Sciences,4,academic publisher | production company | publishing company | academy of sciences,1901-1920
http://www.wikidata.org/entity/Q254985,Vladimír Remek,1948,education,http://www.wikidata.org/entity/Q490188,Gagarin Air Force Academy,1,military academy,1941-1960
http://www.wikidata.org/entity/Q255764,Yelena Kondakova,1957,education,http://www.wikidata.org/entity/Q5279909,Diplomatic Academy of the Ministry of Foreign Affairs of the Russian Federation,4,professional school | organization | civil servant training institution | academy,1941-1960
http://www.wikidata.org/entity/Q255764,Yelena Kondakova,1957,education,http://www.wikidata.org/entity/Q1472245,Bauman Moscow State Technical University,3,national research university | institute of technology | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q255764,Yelena Kondakova,1957,membership,http://www.wikidata.org/entity/Q4146585,4th State Duma of the Russian Federation,1,legislative term,1941-1960
http://www.wikidata.org/entity/Q255764,Yelena Kondakova,1957,membership,http://www.wikidata.org/entity/Q4146584,5th State Duma of the Russian Federation,1,legislative term,1941-1960
http://www.wikidata.org/entity/Q255764,Yelena Kondakova,1957,membership,http://www.wikidata.org/entity/Q4146579,3rd State Duma of the Russian Federation,1,legislative term,1941-1960
http://www.wikidata.org/entity/Q258385,Roberta Bondar,1945,education,http://www.wikidata.org/entity/Q1144262,Western University,3,public research university | open-access publisher | university in Ontario,1941-1960
http://www.wikidata.org/entity/Q258385,Roberta Bondar,1945,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q258385,Roberta Bondar,1945,membership,http://www.wikidata.org/entity/Q94301,Royal Society of Canada,3,academic publisher | academy of sciences | academy,1941-1960
http://www.wikidata.org/entity/Q258385,Roberta Bondar,1945,education,http://www.wikidata.org/entity/Q180865,University of Toronto,3,public research university | collegiate university | university in Ontario,1941-1960
